timestamp,query_type,hit,latency_ms,zone,cache_key
1780532445725,q4,0,26,Z1,N/A
1780532445741,q5,0,12,Z2,N/A
1780532445755,q4,0,9,Z1,N/A
1780532445764,q3,0,6,Z1,N/A
1780532445778,q5,0,9,Z4,N/A
1780532445788,q1,0,7,Z3,N/A
1780532445796,q1,0,5,Z1,N/A
1780532445807,q4,0,8,Z5,N/A
1780532445816,q5,0,7,Z1,N/A
1780532445824,q3,0,5,Z4,N/A
1780532446641,q4,0,11,Z2,N/A
1780532446656,q1,0,4,Z5,N/A
1780532446662,q1,0,4,Z1,N/A
1780532446668,q1,0,4,Z5,N/A
1780532446676,q4,0,6,Z5,N/A
1780532446681,q1,0,4,Z4,N/A
1780532446689,q2,0,6,Z2,N/A
1780532446694,q3,0,3,Z4,N/A
1780532446699,q3,0,3,Z1,N/A
1780532446717,q5,0,15,Z3,N/A
1780532447632,q1,0,7,Z3,N/A
1780532447653,q3,0,7,Z4,N/A
1780532447660,q2,0,5,Z4,N/A
1780532447662,q1,1,0,Z1,N/A
1780532447668,q4,0,4,Z4,N/A
1780532447671,q5,1,0,Z3,N/A
1780532447674,q5,1,0,Z4,N/A
1780532447676,q5,1,0,Z2,N/A
1780532447679,q5,1,0,Z2,N/A
1780532447688,q4,0,7,Z4,N/A
1780532448635,q1,0,9,Z3,N/A
1780532448654,q3,0,4,Z4,N/A
1780532448657,q5,1,0,Z4,N/A
1780532448666,q3,0,5,Z1,N/A
1780532448674,q4,0,6,Z3,N/A
1780532448677,q5,1,0,Z2,N/A
1780532448679,q2,1,0,Z4,N/A
1780532448685,q3,0,4,Z1,N/A
1780532448692,q1,0,4,Z5,N/A
1780532448704,q4,0,4,Z4,N/A
1780532449632,q1,0,8,Z3,N/A
1780532449640,q5,1,1,Z3,N/A
1780532449642,q5,1,0,Z3,N/A
1780532449646,q2,0,3,Z1,N/A
1780532449651,q4,0,4,Z1,N/A
1780532449659,q5,0,6,Z5,N/A
1780532449661,q5,1,0,Z5,N/A
1780532449668,q2,0,5,Z3,N/A
1780532449674,q4,0,4,Z2,N/A
1780532449678,q3,0,4,Z4,N/A
1780532450631,q2,0,5,Z2,N/A
1780532450646,q2,0,6,Z5,N/A
1780532450654,q4,0,5,Z5,N/A
1780532450662,q3,0,5,Z5,N/A
1780532450672,q4,0,8,Z4,N/A
1780532450676,q5,1,0,Z4,N/A
1780532450682,q3,0,4,Z2,N/A
1780532450685,q5,1,0,Z5,N/A
1780532450701,q2,0,8,Z3,N/A
1780532450703,q2,1,1,Z5,N/A
1780532451630,q1,0,4,Z1,N/A
1780532451639,q3,1,1,Z1,N/A
1780532451642,q5,1,1,Z4,N/A
1780532451647,q3,0,4,Z5,N/A
1780532451651,q3,0,3,Z1,N/A
1780532451656,q3,0,3,Z2,N/A
1780532451666,q4,0,8,Z1,N/A
1780532451672,q1,0,3,Z5,N/A
1780532451682,q2,0,3,Z5,N/A
1780532451684,q5,1,0,Z1,N/A
1780532452644,q2,0,14,Z4,N/A
1780532452669,q2,0,6,Z5,N/A
1780532452671,q5,1,0,Z5,N/A
1780532452677,q3,0,3,Z1,N/A
1780532452679,q5,1,1,Z3,N/A
1780532452684,q3,0,3,Z1,N/A
1780532452693,q4,0,7,Z2,N/A
1780532452699,q1,0,4,Z1,N/A
1780532452709,q1,0,4,Z2,N/A
1780532452716,q2,0,5,Z2,N/A
1780532453632,q2,0,6,Z5,N/A
1780532453645,q1,0,4,Z1,N/A
1780532453650,q2,0,4,Z2,N/A
1780532453652,q1,1,0,Z2,N/A
1780532453659,q4,0,5,Z3,N/A
1780532453666,q4,0,5,Z3,N/A
1780532453668,q5,1,0,Z4,N/A
1780532453676,q1,0,6,Z1,N/A
1780532453688,q4,0,6,Z3,N/A
1780532453695,q3,0,5,Z3,N/A
1780532454625,q1,1,0,Z3,N/A
1780532454638,q3,0,6,Z3,N/A
1780532454643,q2,0,3,Z2,N/A
1780532454649,q4,0,4,Z3,N/A
1780532454651,q1,1,0,Z1,N/A
1780532454654,q3,0,3,Z2,N/A
1780532454656,q3,1,0,Z5,N/A
1780532454665,q4,0,4,Z1,N/A
1780532454666,q2,1,1,Z3,N/A
1780532454668,q3,1,0,Z1,N/A
1780532455628,q3,0,3,Z5,N/A
1780532455639,q4,0,5,Z3,N/A
1780532455645,q4,0,4,Z4,N/A
1780532455648,q5,1,0,Z5,N/A
1780532455651,q5,1,1,Z1,N/A
1780532455658,q2,0,6,Z3,N/A
1780532455663,q2,0,3,Z5,N/A
1780532455667,q3,0,2,Z1,N/A
1780532455673,q3,1,1,Z1,N/A
1780532455680,q4,0,5,Z3,N/A
1780532456626,q1,1,1,Z3,N/A
1780532456635,q1,0,4,Z4,N/A
1780532456637,q3,1,0,Z1,N/A
1780532456641,q1,0,2,Z2,N/A
1780532456648,q4,0,5,Z4,N/A
1780532456653,q3,0,3,Z3,N/A
1780532456658,q5,1,0,Z2,N/A
1780532456662,q1,0,3,Z5,N/A
1780532456666,q2,0,3,Z5,N/A
1780532456672,q4,0,5,Z3,N/A
1780532457626,q5,1,0,Z4,N/A
1780532457638,q2,0,4,Z1,N/A
1780532457647,q4,0,7,Z3,N/A
1780532457653,q4,0,5,Z3,N/A
1780532457657,q1,0,3,Z2,N/A
1780532457661,q3,0,3,Z2,N/A
1780532457663,q4,1,0,Z1,N/A
1780532457671,q3,0,3,Z4,N/A
1780532457674,q5,1,1,Z3,N/A
1780532457676,q5,1,1,Z4,N/A
1780532458632,q4,0,5,Z1,N/A
1780532458638,q5,1,0,Z5,N/A
1780532458640,q3,1,0,Z1,N/A
1780532458646,q1,0,4,Z4,N/A
1780532458648,q3,1,0,Z1,N/A
1780532458656,q4,0,7,Z4,N/A
1780532458658,q4,1,1,Z1,N/A
1780532458662,q1,0,3,Z5,N/A
1780532458663,q5,1,0,Z4,N/A
1780532458665,q5,1,0,Z1,N/A
1780532459627,q5,1,0,Z5,N/A
1780532459637,q3,0,3,Z2,N/A
1780532459643,q4,0,4,Z3,N/A
1780532459648,q1,0,2,Z4,N/A
1780532459649,q3,1,0,Z5,N/A
1780532459650,q2,1,0,Z4,N/A
1780532459652,q1,1,0,Z1,N/A
1780532459659,q1,0,3,Z4,N/A
1780532459660,q5,1,0,Z2,N/A
1780532459661,q3,1,1,Z5,N/A
