timestamp,query_type,hit,latency_ms,zone,cache_key
1780532858691,q1,0,21,Z3,N/A
1780532858702,q4,0,9,Z3,N/A
1780532858709,q3,0,5,Z2,N/A
1780532858717,q4,0,5,Z5,N/A
1780532858738,q5,0,18,Z3,N/A
1780532858744,q1,0,3,Z1,N/A
1780532858750,q3,0,4,Z2,N/A
1780532858754,q1,1,0,Z1,N/A
1780532858764,q4,0,8,Z2,N/A
1780532858771,q1,0,5,Z1,N/A
1780532858779,q3,0,4,Z5,N/A
1780532858790,q2,0,8,Z2,N/A
1780532858798,q1,0,6,Z5,N/A
1780532858806,q3,0,5,Z5,N/A
1780532858809,q1,1,0,Z1,N/A
1780532858819,q4,0,8,Z3,N/A
1780532858829,q4,0,7,Z4,N/A
1780532858834,q1,0,4,Z2,N/A
1780532858840,q3,0,4,Z2,N/A
1780532858846,q3,0,4,Z2,N/A
1780532859227,q2,0,5,Z5,N/A
1780532859240,q5,0,5,Z4,N/A
1780532859244,q3,0,2,Z5,N/A
1780532859248,q1,0,2,Z4,N/A
1780532859254,q2,0,4,Z3,N/A
1780532859259,q3,0,3,Z4,N/A
1780532859265,q4,0,5,Z3,N/A
1780532859271,q4,0,4,Z2,N/A
1780532859275,q1,0,3,Z4,N/A
1780532859280,q1,0,3,Z4,N/A
1780532860236,q5,0,11,Z1,N/A
1780532860254,q4,0,7,Z5,N/A
1780532860263,q1,0,6,Z5,N/A
1780532860266,q1,1,1,Z4,N/A
1780532860279,q3,0,7,Z4,N/A
1780532860285,q3,1,1,Z2,N/A
1780532860296,q2,0,8,Z5,N/A
1780532860308,q5,0,9,Z5,N/A
1780532860312,q1,1,0,Z5,N/A
1780532860334,q4,0,9,Z4,N/A
1780532861229,q5,1,1,Z1,N/A
1780532861259,q4,0,6,Z4,N/A
1780532861266,q2,0,5,Z1,N/A
1780532861272,q3,0,4,Z1,N/A
1780532861287,q2,0,7,Z3,N/A
1780532861294,q4,0,5,Z1,N/A
1780532861303,q4,0,7,Z3,N/A
1780532861311,q4,0,6,Z2,N/A
1780532861318,q3,0,4,Z4,N/A
1780532861323,q1,0,3,Z2,N/A
1780532862238,q3,0,9,Z1,N/A
1780532862260,q5,0,5,Z2,N/A
1780532862265,q1,0,3,Z4,N/A
1780532862271,q1,0,4,Z3,N/A
1780532862274,q5,1,0,Z3,N/A
1780532862280,q4,0,5,Z3,N/A
1780532862282,q3,1,0,Z5,N/A
1780532862287,q2,1,1,Z5,N/A
1780532862291,q5,1,1,Z1,N/A
1780532862301,q1,0,7,Z3,N/A
1780532863231,q1,0,8,Z3,N/A
1780532863240,q5,1,0,Z5,N/A
1780532863244,q3,0,3,Z4,N/A
1780532863250,q2,0,3,Z4,N/A
1780532863254,q1,0,3,Z5,N/A
1780532863256,q1,1,0,Z3,N/A
1780532863264,q4,0,6,Z3,N/A
1780532863266,q1,1,0,Z3,N/A
1780532863273,q4,0,5,Z3,N/A
1780532863274,q2,1,1,Z1,N/A
1780532864231,q4,0,8,Z5,N/A
1780532864240,q2,0,4,Z2,N/A
1780532864247,q1,0,5,Z3,N/A
1780532864252,q3,0,4,Z3,N/A
1780532864256,q2,0,3,Z2,N/A
1780532864258,q3,1,0,Z4,N/A
1780532864263,q4,0,4,Z3,N/A
1780532864271,q4,0,6,Z2,N/A
1780532864276,q3,0,3,Z3,N/A
1780532864278,q5,1,0,Z1,N/A
1780532865237,q4,0,11,Z4,N/A
1780532865249,q2,0,3,Z1,N/A
1780532865253,q3,1,1,Z4,N/A
1780532865255,q5,1,1,Z2,N/A
1780532865257,q5,1,1,Z1,N/A
1780532865263,q2,0,4,Z4,N/A
1780532865269,q3,0,4,Z1,N/A
1780532865275,q4,0,4,Z2,N/A
1780532865277,q5,1,0,Z2,N/A
1780532865282,q1,0,3,Z4,N/A
1780532866232,q4,0,7,Z3,N/A
1780532866241,q2,0,2,Z1,N/A
1780532866247,q2,0,4,Z3,N/A
1780532866252,q1,0,3,Z5,N/A
1780532866253,q2,1,0,Z3,N/A
1780532866259,q4,0,4,Z4,N/A
1780532866261,q5,1,0,Z2,N/A
1780532866265,q2,0,2,Z1,N/A
1780532866269,q2,0,2,Z1,N/A
1780532866273,q2,0,3,Z1,N/A
1780532867230,q4,0,7,Z3,N/A
1780532867238,q2,0,3,Z4,N/A
1780532867242,q1,0,3,Z1,N/A
1780532867245,q3,0,2,Z5,N/A
1780532867247,q1,1,0,Z3,N/A
1780532867251,q2,0,3,Z4,N/A
1780532867252,q1,1,1,Z1,N/A
1780532867254,q2,1,0,Z4,N/A
1780532867258,q1,0,3,Z2,N/A
1780532867259,q3,1,0,Z5,N/A
1780532868228,q1,0,4,Z4,N/A
1780532868238,q3,0,4,Z3,N/A
1780532868241,q1,0,2,Z1,N/A
1780532868246,q4,0,3,Z2,N/A
1780532868248,q1,1,0,Z5,N/A
1780532868249,q1,1,0,Z4,N/A
1780532868253,q2,0,2,Z5,N/A
1780532868256,q1,1,0,Z2,N/A
1780532868257,q4,1,0,Z3,N/A
1780532868263,q2,1,1,Z1,N/A
1780532869229,q2,0,5,Z2,N/A
1780532869242,q2,0,6,Z3,N/A
1780532869248,q2,0,4,Z2,N/A
1780532869250,q3,1,0,Z4,N/A
1780532869252,q4,1,1,Z2,N/A
1780532869258,q2,0,4,Z2,N/A
1780532869260,q4,1,0,Z3,N/A
1780532869267,q4,0,5,Z3,N/A
1780532869277,q4,0,4,Z2,N/A
1780532869283,q3,0,4,Z2,N/A
1780532870230,q3,0,6,Z3,N/A
1780532870237,q1,1,1,Z4,N/A
1780532870239,q3,1,0,Z4,N/A
1780532870244,q1,0,3,Z3,N/A
1780532870246,q2,1,0,Z2,N/A
1780532870248,q1,1,0,Z1,N/A
1780532870250,q2,1,0,Z4,N/A
1780532870255,q3,0,4,Z3,N/A
1780532870256,q2,1,0,Z3,N/A
1780532870258,q5,1,0,Z4,N/A
1780532871225,q1,1,0,Z4,N/A
1780532871237,q1,0,4,Z2,N/A
1780532871241,q1,0,2,Z5,N/A
1780532871243,q5,1,0,Z5,N/A
1780532871248,q2,0,3,Z2,N/A
1780532871250,q5,1,0,Z5,N/A
1780532871254,q1,0,2,Z5,N/A
1780532871260,q5,1,0,Z4,N/A
1780532871265,q4,0,3,Z5,N/A
1780532871267,q3,1,0,Z1,N/A
1780532872226,q1,0,4,Z4,N/A
1780532872234,q3,1,0,Z2,N/A
1780532872239,q1,0,3,Z4,N/A
1780532872244,q2,0,4,Z4,N/A
1780532872246,q2,1,0,Z2,N/A
1780532872251,q1,0,3,Z5,N/A
1780532872252,q1,1,0,Z2,N/A
1780532872254,q1,1,0,Z5,N/A
1780532872257,q1,1,1,Z3,N/A
1780532872261,q4,0,4,Z1,N/A
1780532873224,q5,1,0,Z2,N/A
1780532873233,q3,0,3,Z4,N/A
1780532873235,q2,1,0,Z2,N/A
1780532873239,q2,0,2,Z5,N/A
1780532873244,q4,0,3,Z5,N/A
1780532873245,q2,1,0,Z5,N/A
1780532873247,q1,1,0,Z4,N/A
1780532873253,q3,0,3,Z2,N/A
1780532873255,q2,1,0,Z2,N/A
1780532873261,q4,0,4,Z4,N/A
1780532874228,q2,0,4,Z4,N/A
1780532874233,q1,1,1,Z4,N/A
1780532874238,q4,0,4,Z2,N/A
1780532874242,q3,0,3,Z5,N/A
1780532874248,q4,0,4,Z1,N/A
1780532874252,q3,0,3,Z1,N/A
1780532874255,q1,0,3,Z1,N/A
1780532874258,q3,1,0,Z3,N/A
1780532874262,q2,0,3,Z4,N/A
1780532874266,q5,1,0,Z5,N/A
1780532875226,q2,1,0,Z5,N/A
1780532875231,q5,1,0,Z5,N/A
