timestamp,query_type,hit,latency_ms,zone,cache_key
1780542624657,q4,0,34,Z4,N/A
1780542624667,q5,0,7,Z1,N/A
1780542624675,q2,0,6,Z2,N/A
1780542624683,q4,0,6,Z1,N/A
1780542624691,q3,0,6,Z3,N/A
1780542624700,q2,0,7,Z3,N/A
1780542624705,q2,0,3,Z3,N/A
1780542624713,q4,0,6,Z2,N/A
1780542624719,q2,0,4,Z5,N/A
1780542624724,q3,0,3,Z4,N/A
1780542624726,q5,1,0,Z1,N/A
1780542624733,q2,0,4,Z1,N/A
1780542624740,q2,0,5,Z1,N/A
1780542624747,q4,0,4,Z1,N/A
1780542624754,q2,0,5,Z2,N/A
1780542624758,q3,0,3,Z1,N/A
1780542624764,q4,0,4,Z5,N/A
1780542624770,q2,0,5,Z5,N/A
1780542624775,q2,1,0,Z5,N/A
1780542624780,q1,0,3,Z4,N/A
1780542625554,q1,0,6,Z3,N/A
1780542625573,q3,0,6,Z5,N/A
1780542625584,q1,0,6,Z3,N/A
1780542625608,q5,0,22,Z3,N/A
1780542625616,q5,0,6,Z5,N/A
1780542625625,q2,0,7,Z3,N/A
1780542625631,q2,0,4,Z5,N/A
1780542625640,q3,0,5,Z3,N/A
1780542625648,q5,0,6,Z4,N/A
1780542625655,q4,0,5,Z2,N/A
1780542625667,q2,0,6,Z1,N/A
1780542625675,q4,0,6,Z1,N/A
1780542625682,q4,0,6,Z4,N/A
1780542625691,q3,0,7,Z3,N/A
1780542625701,q2,0,7,Z5,N/A
1780542625708,q3,0,4,Z1,N/A
1780542625710,q5,1,0,Z1,N/A
1780542625721,q4,0,7,Z3,N/A
1780542625724,q3,1,1,Z1,N/A
1780542625730,q3,0,4,Z4,N/A
1780542626546,q5,1,0,Z5,N/A
1780542626559,q3,0,5,Z3,N/A
1780542626569,q4,0,8,Z4,N/A
1780542626571,q5,1,0,Z5,N/A
1780542626573,q3,1,0,Z3,N/A
1780542626577,q3,0,3,Z1,N/A
1780542626585,q1,0,3,Z5,N/A
1780542626589,q3,0,3,Z2,N/A
1780542626593,q1,0,3,Z2,N/A
1780542626597,q4,0,4,Z2,N/A
1780542626601,q1,0,3,Z2,N/A
1780542626603,q5,1,0,Z3,N/A
1780542626607,q1,0,2,Z1,N/A
1780542626611,q3,0,2,Z5,N/A
1780542626617,q4,0,4,Z2,N/A
1780542626618,q3,1,0,Z1,N/A
1780542626623,q3,0,3,Z2,N/A
1780542626629,q4,0,4,Z4,N/A
1780542626630,q4,1,0,Z4,N/A
1780542626634,q2,0,2,Z5,N/A
1780542627551,q2,0,5,Z5,N/A
1780542627559,q5,1,0,Z4,N/A
1780542627562,q5,1,0,Z4,N/A
1780542627565,q5,1,0,Z1,N/A
1780542627572,q1,0,5,Z2,N/A
1780542627577,q2,0,3,Z1,N/A
1780542627578,q5,1,0,Z5,N/A
1780542627580,q5,1,0,Z1,N/A
1780542627585,q1,0,2,Z4,N/A
1780542627589,q3,0,2,Z5,N/A
1780542627595,q5,1,0,Z1,N/A
1780542627596,q5,1,1,Z5,N/A
1780542627598,q2,1,0,Z3,N/A
1780542627600,q1,1,0,Z3,N/A
1780542627601,q5,1,0,Z3,N/A
1780542627605,q1,0,2,Z1,N/A
1780542627610,q4,0,4,Z5,N/A
1780542627615,q4,0,3,Z5,N/A
1780542627619,q3,0,3,Z4,N/A
1780542627624,q2,0,3,Z2,N/A
1780542628546,q3,1,0,Z5,N/A
1780542628561,q5,1,0,Z4,N/A
1780542628565,q2,1,0,Z2,N/A
1780542628575,q3,0,6,Z4,N/A
1780542628585,q1,0,7,Z2,N/A
1780542628591,q1,0,4,Z5,N/A
1780542628597,q5,1,1,Z4,N/A
1780542628603,q2,0,5,Z2,N/A
1780542628608,q1,0,3,Z1,N/A
1780542628613,q4,0,4,Z1,N/A
1780542628619,q4,0,4,Z1,N/A
1780542628621,q1,1,1,Z2,N/A
1780542628625,q3,0,3,Z1,N/A
1780542628627,q3,1,0,Z5,N/A
1780542628633,q4,0,4,Z2,N/A
1780542628639,q4,0,4,Z3,N/A
1780542628641,q5,1,0,Z3,N/A
1780542628647,q5,0,4,Z2,N/A
1780542628649,q4,1,1,Z4,N/A
1780542628655,q2,0,4,Z3,N/A
1780542629560,q2,0,6,Z4,N/A
1780542629573,q1,0,7,Z2,N/A
1780542629608,q2,0,7,Z5,N/A
1780542629614,q1,1,0,Z1,N/A
1780542629625,q3,0,5,Z4,N/A
1780542629629,q3,1,0,Z4,N/A
1780542629637,q1,0,5,Z5,N/A
1780542629640,q5,1,1,Z4,N/A
1780542629651,q3,0,7,Z3,N/A
1780542629655,q4,1,0,Z2,N/A
1780542629659,q5,1,0,Z3,N/A
1780542629662,q3,1,1,Z4,N/A
1780542629664,q5,1,0,Z3,N/A
1780542629675,q4,0,8,Z5,N/A
1780542629680,q5,1,1,Z4,N/A
1780542629696,q2,0,10,Z2,N/A
1780542629705,q1,0,7,Z5,N/A
1780542629709,q2,1,1,Z5,N/A
1780542629720,q3,1,1,Z5,N/A
1780542629724,q2,1,1,Z1,N/A
1780542630547,q1,1,0,Z1,N/A
1780542630569,q3,0,11,Z3,N/A
1780542630577,q1,1,1,Z1,N/A
1780542630584,q5,1,1,Z2,N/A
1780542630593,q2,1,2,Z4,N/A
1780542630596,q3,1,1,Z5,N/A
1780542630610,q1,0,5,Z3,N/A
1780542630616,q1,0,3,Z1,N/A
1780542630626,q4,0,8,Z3,N/A
1780542630628,q4,1,1,Z4,N/A
1780542630635,q1,0,4,Z4,N/A
1780542630637,q1,1,0,Z2,N/A
1780542630643,q3,0,4,Z5,N/A
1780542630650,q4,0,5,Z4,N/A
1780542630653,q4,1,0,Z5,N/A
1780542630655,q2,1,0,Z3,N/A
1780542630659,q5,1,1,Z3,N/A
1780542630666,q4,0,5,Z4,N/A
1780542630669,q5,1,1,Z2,N/A
1780542630675,q1,0,5,Z4,N/A
1780542631552,q5,1,0,Z2,N/A
1780542631577,q2,1,1,Z4,N/A
1780542631597,q1,0,11,Z1,N/A
1780542631603,q5,1,0,Z3,N/A
1780542631617,q4,0,11,Z2,N/A
1780542631627,q2,0,7,Z4,N/A
1780542631639,q3,0,8,Z3,N/A
1780542631642,q5,1,0,Z2,N/A
1780542631657,q3,0,6,Z2,N/A
1780542631660,q5,1,0,Z1,N/A
1780542631664,q5,1,0,Z1,N/A
1780542631675,q4,0,7,Z1,N/A
1780542631680,q1,1,2,Z1,N/A
1780542631689,q3,0,6,Z5,N/A
1780542631700,q3,0,6,Z4,N/A
1780542631708,q3,0,6,Z5,N/A
1780542631723,q4,0,12,Z2,N/A
1780542631726,q5,1,0,Z5,N/A
1780542631733,q1,0,4,Z5,N/A
1780542631742,q1,0,6,Z4,N/A
1780542632549,q2,1,0,Z1,N/A
1780542632586,q4,0,22,Z3,N/A
1780542632593,q5,1,1,Z5,N/A
1780542632598,q5,1,0,Z5,N/A
1780542632617,q3,0,12,Z2,N/A
1780542632623,q2,1,2,Z5,N/A
1780542632652,q4,0,13,Z5,N/A
1780542632663,q1,0,7,Z5,N/A
1780542632667,q1,1,1,Z1,N/A
1780542632676,q1,0,6,Z5,N/A
1780542632691,q2,0,11,Z5,N/A
1780542632701,q1,0,6,Z4,N/A
1780542632714,q4,0,10,Z5,N/A
1780542632717,q1,1,1,Z1,N/A
1780542632722,q5,1,0,Z4,N/A
1780542632738,q4,0,13,Z3,N/A
1780542632742,q5,1,0,Z5,N/A
1780542632754,q3,0,7,Z1,N/A
1780542632769,q4,0,11,Z2,N/A
1780542632789,q4,0,12,Z3,N/A
1780542633549,q5,1,0,Z1,N/A
1780542633567,q2,1,1,Z2,N/A
1780542633587,q2,0,14,Z1,N/A
1780542633619,q4,0,24,Z1,N/A
1780542633639,q1,0,8,Z2,N/A
1780542633657,q1,1,1,Z4,N/A
1780542633670,q4,0,10,Z3,N/A
1780542633687,q2,0,11,Z2,N/A
1780542633695,q1,0,5,Z5,N/A
1780542633707,q1,0,8,Z5,N/A
1780542633709,q5,1,0,Z4,N/A
1780542633720,q2,0,8,Z4,N/A
1780542633733,q3,0,8,Z2,N/A
1780542633742,q3,0,6,Z5,N/A
1780542633746,q4,1,0,Z2,N/A
1780542633750,q1,1,0,Z5,N/A
1780542633753,q1,1,1,Z3,N/A
1780542633765,q4,0,10,Z3,N/A
1780542633774,q4,0,7,Z5,N/A
1780542633778,q5,1,1,Z5,N/A
